Delivery_lead_time,Distance_from_supplier,Quantity,Confirmation_lead_time,Gross_weight,China,Korea,Container_20,Container_40,Total_containers,Container_ratio,Only_container_40,Delivery_date_lateness,Deli_date_lateness_late,Deli_lead_time_late,Confirm_late,Estimated_deli_time,Weekend_Count,Weekday_Count,Holiday_Count,Covid,Label
1,3800.3,100,0,49018.1496,1,0,0,9,8,0.0,0,1,0,1,0,3,2,6,0,0,0
1,3800.3,324,0,122545.374,0,0,1,1,9,0.0,0,1,1,1,0,6,2,6,0,0,1
1,3800.3,224,1,14005.1856,0,0,1,1,2,0.0,1,2,1,1,0,2,3,5,0,1,1
0,1791.94,56,0,196072.5984,0,1,1,0,9,0.0,0,2,1,0,0,3,3,5,1,1,1
1,3800.3,264,0,70025.928,0,1,0,5,6,0.999998333,0,2,1,0,0,6,4,6,0,0,1
0,1791.94,28,1,220581.6732,0,0,0,1,9,0.0,0,0,1,1,0,4,2,5,0,0,1
1,3800.3,112,0,147054.4488,0,1,1,2,5,0.0,1,1,0,0,0,11,1,5,5,1,1
3,3800.3,224,0,234586.8588,0,0,16,0,6,0.0,0,1,1,1,0,7,2,7,0,0,1
0,3800.3,156,0,24509.0748,0,1,5,8,2,0.0,1,0,0,1,0,8,1,8,0,0,1
0,3800.3,28,0,49018.1496,0,1,1,1,5,0.090909008,1,2,1,1,0,6,2,5,0,0,1
1,3800.3,28,0,220581.6732,0,1,0,1,7,0.999998333,0,0,1,1,0,11,4,3,0,1,0
0,3800.3,368,0,49018.1496,1,1,2,0,2,5.999940001,0,1,1,1,0,6,1,5,0,0,0
2,3800.3,80,0,24509.0748,0,0,7,0,1,0.999998333,0,1,1,1,0,6,2,4,5,0,1
1,3800.3,324,0,24509.0748,0,1,0,5,1,0.0,0,3,1,1,0,6,2,5,0,0,1
1,1791.94,16,0,185568.7092,0,0,5,0,5,0.0,1,1,1,1,0,12,2,5,6,0,1
1,3800.3,368,0,108540.1884,0,1,2,1,1,0.166666528,0,0,1,1,0,5,3,3,5,0,1
1,1791.94,28,0,164560.9308,1,1,5,6,8,0.0,0,2,1,1,0,7,0,5,0,0,1
4,3800.3,124,0,322119.2688,0,1,0,1,7,5.999940001,1,1,1,1,0,8,2,6,0,0,1
0,3800.3,28,0,122545.374,1,0,0,6,9,5.999940001,0,2,1,1,0,3,0,5,0,0,1
2,3800.3,56,0,108540.1884,0,1,0,1,6,6.999930001,1,3,1,1,0,7,2,6,0,0,1
1,3800.3,200,0,322119.2688,0,1,5,1,1,10.0,0,1,1,0,0,12,2,7,5,0,1
3,3800.3,16,0,147054.4488,0,1,0,9,1,0.0,1,1,1,1,0,6,2,5,0,0,1
0,3800.3,256,0,196072.5984,0,1,6,9,1,10.0,0,1,0,1,0,3,2,7,0,0,1
2,1791.94,72,0,220581.6732,0,0,1,5,14,0.1999996,0,0,1,1,0,6,4,6,0,0,0
-1,3800.3,264,0,112041.4848,0,1,1,1,9,0.0,0,1,1,0,0,8,4,8,0,0,1
2,1791.94,124,0,147054.4488,0,0,1,3,1,0.333332222,1,1,1,0,1,7,3,6,0,0,0
0,3800.3,72,0,122545.374,1,0,11,11,2,10.0,1,2,1,0,0,5,2,3,1,0,1
4,1791.94,100,0,185568.7092,0,0,0,7,7,0.0,0,1,1,0,0,9,1,5,0,0,0
3,1791.94,156,1,220581.6732,0,1,1,9,7,10.0,0,1,1,1,0,6,2,7,0,1,1
0,3800.3,184,0,49018.1496,0,1,0,6,2,4.99995,0,0,1,1,0,6,2,6,0,0,1
3,3800.3,28,1,154057.0416,0,0,6,2,8,0.999998333,1,0,1,1,0,3,3,5,0,0,1
0,3800.3,100,0,196072.5984,0,1,1,1,1,6.999930001,1,1,1,1,0,5,3,5,6,1,0
1,3800.3,112,1,154057.0416,0,0,1,4,8,0.0,0,3,1,1,0,3,2,4,3,0,1
0,3800.3,252,0,175064.82,1,0,1,1,8,0.5999988,1,1,1,0,0,8,3,6,0,0,1
1,3800.3,224,0,196072.5984,0,1,5,6,1,0.0,0,2,1,1,0,3,2,3,0,1,1
1,3800.3,368,0,185568.7092,0,0,0,5,9,0.0,1,0,0,1,0,10,2,5,1,0,0
0,3800.3,184,0,14005.1856,0,0,0,6,11,0.0,1,1,1,1,0,3,2,5,0,0,1
0,1791.94,108,1,147054.4488,0,0,1,1,3,6.4999675,1,1,1,0,0,11,0,5,0,0,0
0,3800.3,100,0,234586.8588,1,0,6,9,2,0.0,0,0,1,0,0,3,4,6,0,0,1
0,1791.94,100,1,122545.374,1,0,1,6,14,0.111110988,1,2,1,0,1,6,2,3,0,0,1
0,3800.3,252,1,24509.0748,0,1,0,7,5,3.4999825,0,0,0,0,0,6,0,10,0,0,1
-1,1791.94,56,0,24509.0748,0,1,11,4,2,0.166666389,0,2,1,0,1,6,2,8,0,0,1
0,1791.94,72,0,108540.1884,0,1,1,6,1,1.999993333,1,4,1,1,1,4,1,7,0,1,0
1,3800.3,28,2,231085.5624,0,0,0,5,1,0.0,0,1,1,1,0,5,4,6,1,0,1
2,1791.94,168,1,24509.0748,0,0,0,0,2,0.249999375,0,3,1,1,0,7,2,6,0,0,1
0,3800.3,140,0,24509.0748,0,1,0,2,4,0.0,1,2,1,1,0,6,2,3,0,0,1
1,3800.3,140,0,24509.0748,0,1,1,9,2,10.0,0,1,1,1,1,8,2,5,0,0,1
1,1791.94,268,0,94535.0028,1,0,0,6,7,0.0,1,0,1,1,0,6,3,5,1,1,1
3,3800.3,224,0,157558.338,0,1,4,1,9,0.0,1,3,1,1,0,3,3,5,0,0,1
0,1791.94,252,0,122545.374,1,1,2,4,9,0.249999375,0,0,1,1,0,3,2,5,1,0,1
1,3800.3,112,0,196072.5984,1,1,1,7,9,0.0,0,1,1,1,0,7,2,5,1,0,1
1,3800.3,200,0,24509.0748,0,1,16,6,9,10.0,0,2,0,1,0,6,4,6,0,0,1
0,3800.3,56,1,196072.5984,0,1,5,1,8,10.0,0,0,0,1,0,5,2,6,7,0,1
0,3800.3,72,0,220581.6732,1,1,3,6,7,5.999940001,0,1,1,1,0,5,1,8,0,0,0
0,1791.94,212,0,154057.0416,1,0,0,1,7,0.0,0,1,1,1,0,10,2,8,0,0,1
1,3800.3,188,0,24509.0748,1,1,1,1,6,0.0,1,1,1,0,0,6,3,5,0,0,1
0,3800.3,268,0,38514.2604,0,0,6,8,6,0.0,0,1,1,1,0,8,4,6,0,0,1
2,3800.3,140,1,14005.1856,0,0,0,3,9,0.0,1,1,1,1,0,8,2,5,0,0,0
0,1791.94,16,0,70025.928,0,1,5,0,7,0.5999988,0,2,1,1,1,6,3,5,0,1,1
3,1791.94,252,0,175064.82,0,0,2,6,15,10.0,0,1,1,1,0,6,3,5,0,0,1
1,3800.3,112,0,24509.0748,0,1,9,1,9,0.0,0,1,1,1,0,8,2,7,0,0,1
-1,3800.3,200,0,220581.6732,0,0,1,6,9,0.0,0,1,0,1,0,7,2,5,0,0,1
0,3800.3,180,0,49018.1496,0,1,0,5,9,0.0,0,1,1,0,0,4,2,3,0,0,1
1,1791.94,168,0,220581.6732,1,1,1,1,4,3.4999825,0,1,1,0,0,5,4,5,1,0,1
-1,3800.3,252,0,147054.4488,0,0,0,9,7,0.0,0,1,1,1,0,8,2,6,0,1,1
4,3800.3,156,0,196072.5984,0,0,1,0,1,0.0,0,2,1,1,0,7,2,6,0,0,1
0,3800.3,176,0,136550.5596,0,1,1,3,8,0.999998333,0,1,1,0,0,8,2,4,0,0,0
1,1791.94,28,0,220581.6732,1,0,6,1,7,0.0,0,1,1,1,0,6,2,5,0,0,0
1,3800.3,128,1,98036.2992,0,1,1,6,12,1.999993333,0,0,0,1,1,5,2,8,0,0,1
2,1791.94,128,1,164560.9308,0,1,1,12,7,0.166666528,0,3,1,0,0,4,2,6,0,0,1
1,1791.94,28,0,14005.1856,0,1,0,1,2,10.0,0,1,0,0,0,5,3,5,0,0,1
1,3800.3,28,0,147054.4488,0,0,5,1,6,0.99999,1,2,1,1,0,3,2,6,0,0,1
1,1791.94,140,0,175064.82,0,1,1,9,11,0.4999975,0,2,1,1,0,3,2,3,0,0,0
3,3800.3,100,1,14005.1856,0,0,2,0,2,0.0,0,1,1,1,0,7,3,6,0,0,1
-1,1791.94,56,0,87532.41,0,1,1,5,11,10.0,0,2,1,1,1,7,2,6,1,0,1
1,3800.3,176,1,220581.6732,0,1,1,9,4,0.090909008,1,1,0,1,0,7,2,10,0,0,1
1,1791.94,156,0,154057.0416,0,1,0,6,11,0.0,0,2,0,1,0,7,3,5,0,0,1
0,3800.3,224,1,234586.8588,0,1,0,0,5,0.0,0,2,1,1,0,2,3,6,1,0,1
2,1791.94,112,0,98036.2992,0,1,0,1,11,0.0,0,0,1,1,0,6,2,6,1,0,1
0,3800.3,16,1,175064.82,0,0,0,2,7,0.0,0,1,1,1,0,6,2,5,0,0,0
0,3800.3,168,0,24509.0748,0,0,1,9,1,0.0,1,1,1,1,0,8,2,8,0,0,1
2,3800.3,200,2,220581.6732,0,0,1,6,5,0.0,0,1,1,0,0,9,2,5,0,0,1
0,3800.3,124,0,322119.2688,0,0,3,0,1,0.0,0,2,1,1,1,3,2,5,0,0,1
1,1791.94,252,0,196072.5984,1,1,0,1,2,5.999940001,0,2,1,0,1,6,2,2,0,0,1
2,1791.94,16,0,49018.1496,1,1,1,1,2,0.4999975,0,0,1,1,0,11,3,5,0,0,1
3,1791.94,252,1,322119.2688,1,1,1,8,1,4.4999775,0,1,1,0,1,2,2,9,0,0,1
0,1791.94,168,0,63023.3352,1,1,5,6,11,0.0,0,1,1,1,0,7,2,6,0,0,1
1,3800.3,56,0,24509.0748,0,0,1,1,9,0.0,0,1,1,1,0,3,3,5,0,0,1
3,3800.3,28,3,14005.1856,0,1,3,2,8,0.166666528,0,4,1,1,0,2,2,5,0,0,1
3,3800.3,252,0,24509.0748,0,1,1,1,1,0.0,0,2,1,1,0,5,2,7,0,0,1
0,3800.3,80,0,49018.1496,0,1,0,2,4,5.999940001,1,1,1,0,0,7,1,6,7,0,1
0,3800.3,56,0,122545.374,1,0,0,4,14,0.0,1,1,0,1,0,8,2,3,0,1,1
4,1791.94,100,0,231085.5624,0,1,0,6,9,0.0,0,1,1,1,0,11,4,4,0,0,1
1,1791.94,268,0,322119.2688,1,0,1,2,1,0.4999975,0,1,0,1,1,8,2,5,0,0,1
1,1791.94,16,2,185568.7092,0,1,7,4,1,10.0,0,0,0,1,0,4,2,5,0,0,1
-1,3800.3,56,3,108540.1884,0,1,6,12,1,0.0,0,3,1,0,0,3,2,5,1,0,1
3,3800.3,252,0,24509.0748,1,0,2,1,6,0.999998333,0,1,1,1,0,6,2,5,0,0,1
0,3800.3,28,0,98036.2992,0,0,0,6,4,10.0,0,0,1,0,0,8,2,4,0,0,1
2,1791.94,140,0,220581.6732,0,0,0,3,8,0.0,0,4,1,0,1,4,3,6,0,0,1
2,1791.94,176,0,122545.374,1,1,0,2,8,0.0,0,2,1,1,0,7,2,5,0,0,1
0,3800.3,264,1,220581.6732,1,0,1,2,8,5.999940001,1,1,1,1,0,5,2,5,0,1,1
0,3800.3,16,0,136550.5596,0,0,1,6,1,0.0,1,1,1,1,0,7,3,9,3,0,1
1,3800.3,16,0,220581.6732,0,0,0,2,9,10.0,1,1,1,1,0,10,2,5,0,0,1
3,3800.3,124,0,24509.0748,0,1,6,0,1,0.0,0,1,1,0,0,8,2,5,0,0,1
1,1791.94,184,0,98036.2992,0,1,0,1,7,0.0,0,0,1,0,1,6,2,5,0,0,1
0,3800.3,124,0,14005.1856,1,0,1,1,14,10.0,0,3,1,0,0,10,2,7,1,0,1
0,3800.3,56,0,112041.4848,0,0,6,3,4,0.0,1,1,1,0,0,9,4,5,0,0,1
3,1791.94,168,0,112041.4848,0,1,0,9,6,0.0,0,0,1,1,0,6,2,2,0,0,1
0,1791.94,112,0,164560.9308,1,0,0,3,8,0.0,1,1,1,1,0,6,3,5,1,0,1
1,3800.3,140,0,24509.0748,1,0,0,9,2,0.0,1,1,1,1,0,9,3,6,0,0,1
1,3800.3,44,0,322119.2688,1,1,0,9,2,0.0,0,2,0,1,0,4,1,7,1,0,1
3,1791.94,16,0,49018.1496,1,0,1,5,1,10.0,0,0,1,1,0,9,2,5,0,0,0
2,3800.3,200,0,94535.0028,1,0,0,9,4,6.4999675,0,0,1,0,0,8,2,5,0,0,1
2,3800.3,128,0,70025.928,1,1,0,1,9,10.0,1,0,1,1,0,6,2,9,0,0,1
0,3800.3,264,0,122545.374,1,1,0,4,6,0.0,1,0,1,1,0,4,3,6,5,0,1
1,3800.3,176,0,24509.0748,0,0,1,1,12,0.999998333,0,2,1,1,0,5,2,7,0,0,0
3,1791.94,124,0,98036.2992,0,1,6,9,9,10.0,1,2,1,0,0,8,2,6,1,1,1
2,3800.3,56,1,196072.5984,0,0,1,6,8,0.0,1,1,0,1,0,10,2,5,0,0,1
1,1791.94,108,0,322119.2688,0,1,1,2,9,10.0,1,1,1,1,0,5,2,5,0,1,0
1,3800.3,256,0,122545.374,0,1,16,1,1,0.999998333,1,0,1,1,0,6,2,5,0,0,0
-1,3800.3,64,1,185568.7092,0,0,1,1,1,0.0,0,0,1,1,0,7,2,5,0,0,1
0,1791.94,44,0,108540.1884,0,0,0,6,6,0.0,0,1,1,1,0,6,1,5,0,0,0
0,3800.3,140,0,224082.9696,0,0,1,9,7,0.0,1,3,1,1,0,8,2,5,7,0,0
2,3800.3,56,0,220581.6732,1,0,1,3,2,0.0,0,1,1,1,0,6,4,8,0,0,1
1,3800.3,112,1,220581.6732,0,0,0,2,9,0.1999996,0,1,1,1,0,7,2,5,0,0,1
5,1791.94,80,0,24509.0748,0,1,1,0,4,1.999993333,0,1,1,1,0,7,2,5,0,0,0
1,3800.3,168,0,24509.0748,0,0,0,1,1,0.99999,0,1,1,1,0,4,3,8,5,0,1
1,3800.3,56,0,108540.1884,1,0,4,1,6,4.99995,0,1,1,1,0,2,3,5,1,0,0
0,1791.94,224,0,98036.2992,0,0,1,2,2,6.4999675,0,2,1,1,0,3,2,6,0,0,0
0,1791.94,56,1,14005.1856,0,0,0,9,9,10.0,0,2,0,0,0,8,2,3,0,0,1
0,3800.3,140,0,196072.5984,0,0,1,9,1,0.0,0,2,1,1,1,8,2,8,0,0,1
0,3800.3,264,0,224082.9696,0,0,0,3,8,0.333332222,1,1,1,1,0,5,2,5,0,0,1
0,3800.3,168,0,136550.5596,0,0,5,3,9,10.0,0,1,0,1,1,8,2,10,0,0,1
1,1791.94,112,0,87532.41,1,1,0,1,3,0.0,1,1,1,1,1,8,0,5,0,0,1
-1,1791.94,264,0,220581.6732,0,1,11,0,6,0.0,1,1,1,0,0,7,2,7,0,0,1
0,3800.3,212,0,112041.4848,0,0,4,9,2,10.0,0,0,1,1,1,8,3,6,0,0,1
0,3800.3,128,0,220581.6732,0,0,7,1,7,5.999940001,1,1,1,1,0,2,2,6,0,0,0
1,1791.94,324,0,196072.5984,1,1,1,4,9,10.0,0,1,1,0,0,6,4,6,5,0,1
1,3800.3,56,0,196072.5984,0,0,0,1,5,0.0,1,1,0,0,0,6,3,5,0,0,1
3,3800.3,268,0,24509.0748,0,0,0,6,8,0.090909008,0,1,1,1,1,8,0,6,3,1,1
1,1791.94,28,0,154057.0416,0,0,1,4,9,0.0,0,2,1,1,0,10,3,8,1,0,0
0,3800.3,16,0,14005.1856,0,1,11,1,11,0.0,0,0,1,1,0,5,0,5,0,0,1
4,1791.94,264,0,122545.374,0,0,3,2,15,1.999993333,1,3,0,1,0,6,2,6,0,0,1
1,3800.3,72,0,220581.6732,0,1,0,1,6,0.0,0,1,1,1,1,3,2,5,5,0,1
2,3800.3,268,1,24509.0748,1,0,5,1,15,0.111110988,1,1,1,1,0,8,0,5,0,0,1
0,1791.94,156,0,283605.0084,1,1,16,7,9,0.0,1,1,1,0,0,8,0,8,0,0,0
0,3800.3,368,0,14005.1856,1,1,0,1,12,0.0,0,3,1,0,0,2,4,5,0,0,1
0,3800.3,224,0,147054.4488,1,1,6,4,8,0.0,0,1,0,1,0,11,2,5,0,0,1
0,1791.94,112,0,49018.1496,0,1,1,1,4,10.0,0,1,1,1,1,5,2,10,0,0,1
1,1791.94,16,0,24509.0748,0,1,0,2,5,1.999993333,1,1,1,1,0,3,2,7,0,0,1
2,1791.94,16,0,196072.5984,1,1,5,8,9,0.0,1,1,1,1,0,7,2,5,0,0,1
1,3800.3,264,0,24509.0748,0,1,1,2,2,5.999940001,0,3,1,0,0,10,2,5,0,0,1
1,3800.3,252,0,220581.6732,1,1,0,6,6,0.333332222,0,3,1,0,0,6,2,9,0,0,1
4,1791.94,112,0,185568.7092,1,0,0,1,4,0.4999975,1,1,1,0,0,6,3,6,0,0,1
1,3800.3,140,0,24509.0748,0,1,2,1,1,0.0,1,0,1,1,0,4,2,6,0,0,1
2,3800.3,324,0,24509.0748,0,1,0,2,7,0.142856939,0,1,1,1,0,3,2,9,1,0,0
3,3800.3,72,1,220581.6732,0,1,13,0,10,0.0,0,2,1,1,0,7,3,8,5,0,0
1,3800.3,224,1,14005.1856,0,1,9,4,16,10.0,0,1,1,1,0,8,2,5,3,0,0
0,1791.94,100,0,24509.0748,0,1,7,2,5,0.0,1,2,1,0,0,11,2,6,0,1,1
1,3800.3,112,3,49018.1496,0,1,6,1,2,10.0,0,1,1,1,0,8,2,6,0,0,1
0,3800.3,28,0,38514.2604,0,1,0,4,8,10.0,0,1,1,1,0,7,2,6,0,0,1
1,1791.94,112,0,175064.82,0,1,0,5,7,0.0,0,1,1,1,0,6,4,4,0,0,1
0,1791.94,368,0,14005.1856,1,0,0,0,11,0.0,1,1,1,1,0,5,2,3,0,0,1
1,1791.94,224,0,231085.5624,1,0,9,0,8,10.0,0,1,1,1,0,3,2,6,0,0,1
0,3800.3,268,0,220581.6732,1,1,6,6,5,0.142856939,0,3,1,1,0,5,3,7,7,0,1
1,3800.3,112,0,112041.4848,1,0,6,1,8,0.0,0,1,1,1,0,4,3,5,0,0,1
1,1791.94,28,3,224082.9696,0,1,6,12,8,0.111110988,0,2,0,0,0,7,4,5,1,0,0
1,1791.94,184,0,108540.1884,0,1,11,9,2,10.0,0,1,1,1,0,5,2,5,0,1,1
2,1791.94,80,0,220581.6732,0,1,1,4,1,0.0,0,0,1,1,0,6,2,8,0,0,1
0,3800.3,264,0,157558.338,1,1,1,5,9,0.999998333,0,1,1,1,0,9,2,5,0,1,1
2,1791.94,140,0,185568.7092,0,0,1,9,1,10.0,1,3,1,1,0,8,2,7,0,0,0
1,3800.3,16,0,14005.1856,1,1,6,1,7,3.4999825,0,1,1,0,1,6,2,7,0,0,0
2,3800.3,124,0,49018.1496,0,0,1,1,6,0.0,0,1,1,0,0,6,3,5,0,0,1
1,3800.3,100,0,24509.0748,1,1,0,9,5,0.0,1,0,1,0,0,7,2,3,1,0,1
3,3800.3,16,0,220581.6732,1,0,0,1,1,10.0,0,1,1,1,0,12,2,3,0,0,1
-1,3800.3,180,2,24509.0748,0,1,1,1,8,0.0,0,0,1,1,0,6,2,6,0,1,1
1,3800.3,268,0,283605.0084,0,0,2,1,5,0.0,1,3,1,1,0,3,2,8,0,0,1
1,3800.3,368,0,49018.1496,0,1,5,1,1,5.999940001,1,1,1,1,0,7,2,10,1,0,1
3,3800.3,264,0,49018.1496,0,1,0,2,8,0.0,0,0,0,1,0,5,2,5,0,0,1
1,1791.94,56,0,24509.0748,0,1,0,4,9,10.0,0,1,1,1,0,6,3,5,5,0,1
3,3800.3,156,0,49018.1496,1,0,11,4,1,0.0,1,1,1,0,0,10,2,6,0,0,1
1,1791.94,252,1,157558.338,0,1,1,3,11,0.0,1,1,0,1,0,6,2,2,0,0,1
0,3800.3,56,0,14005.1856,1,1,9,3,12,5.999940001,1,1,1,1,0,5,2,7,0,0,1
1,3800.3,252,1,231085.5624,0,0,0,0,4,0.090909008,0,0,0,0,0,11,2,8,0,0,1
2,1791.94,180,0,24509.0748,0,1,1,2,2,0.0,0,0,0,1,0,11,2,7,0,0,0
1,3800.3,28,0,14005.1856,0,1,0,2,1,0.99999,0,0,0,1,0,6,2,5,0,0,1
0,3800.3,28,0,108540.1884,0,1,9,1,9,0.4999975,0,2,1,1,0,5,3,6,0,0,1
3,3800.3,16,1,283605.0084,1,1,0,1,12,0.0,0,3,1,1,0,6,2,10,0,0,1
3,1791.94,264,2,14005.1856,0,1,5,5,1,4.99995,0,2,1,1,0,12,3,5,5,1,1
0,3800.3,252,2,108540.1884,0,1,4,1,9,0.0,0,1,1,1,1,3,2,6,0,0,1
1,1791.94,28,0,24509.0748,1,0,0,2,1,0.0,0,1,1,1,0,6,3,8,0,0,1
3,1791.94,200,0,196072.5984,1,0,0,0,1,0.0,1,0,1,0,0,6,2,8,0,0,1
0,1791.94,44,0,224082.9696,0,1,0,9,2,0.0,0,1,1,1,0,6,0,6,7,1,0
0,3800.3,368,1,112041.4848,0,1,0,9,1,0.0,0,2,1,1,0,8,2,8,0,0,1
1,3800.3,156,0,14005.1856,0,0,1,6,9,0.0,1,1,1,1,0,7,2,5,0,1,0
1,1791.94,200,2,98036.2992,0,1,0,11,9,0.0,1,4,0,0,0,8,2,10,0,0,1
1,3800.3,212,0,220581.6732,1,0,1,9,2,0.333332222,1,1,1,1,0,6,3,3,0,0,0
4,3800.3,128,0,24509.0748,0,1,13,1,4,0.0,0,2,1,1,0,6,3,8,0,1,0
1,3800.3,16,0,161059.6344,0,0,0,9,1,10.0,0,1,1,0,0,7,2,5,0,0,1
0,3800.3,44,2,161059.6344,0,0,9,1,6,0.333332222,0,1,1,0,1,8,3,9,5,0,1
0,1791.94,124,0,161059.6344,0,1,7,0,11,4.99995,0,3,1,0,0,8,3,3,0,1,1
2,1791.94,168,2,98036.2992,0,1,6,0,2,0.0,0,1,0,1,0,8,2,8,3,0,0
0,3800.3,64,0,24509.0748,0,0,0,4,16,0.111110988,1,1,1,1,1,6,1,5,0,0,1
0,1791.94,256,0,70025.928,1,1,0,1,5,0.1999996,0,1,1,0,0,5,4,9,0,0,0
2,3800.3,112,0,122545.374,0,1,1,12,1,0.1999996,0,1,1,1,0,7,1,2,0,0,1
1,3800.3,28,1,224082.9696,0,0,6,1,1,0.0,1,2,1,1,0,5,2,5,0,0,1
1,1791.94,128,0,154057.0416,1,0,4,11,7,5.999940001,1,1,1,1,0,9,2,5,6,0,0
1,3800.3,224,1,185568.7092,0,1,1,9,8,10.0,0,0,1,1,0,8,2,7,1,0,1
0,1791.94,112,0,231085.5624,0,1,0,0,4,0.5999988,1,1,0,1,0,7,0,5,0,0,1
0,1791.94,252,0,234586.8588,1,1,0,1,1,0.090909008,1,0,0,0,0,6,2,3,3,0,1
4,3800.3,264,0,24509.0748,0,1,0,9,8,0.0,0,2,1,0,0,6,2,5,0,0,1
2,1791.94,16,0,220581.6732,1,1,1,6,8,10.0,0,2,1,0,0,6,2,5,1,0,1
1,3800.3,224,1,24509.0748,1,1,0,0,9,0.0,0,1,1,1,0,6,2,9,1,0,1
1,3800.3,56,2,175064.82,0,0,1,0,9,0.142856939,0,1,1,0,0,8,4,5,1,0,1
1,3800.3,212,0,112041.4848,0,1,0,9,9,0.0,0,3,1,1,1,5,2,5,0,0,1
3,3800.3,28,0,108540.1884,0,0,0,4,1,0.0,1,1,0,1,1,10,0,4,0,0,1
1,1791.94,252,0,164560.9308,0,1,13,9,8,5.999940001,1,1,1,1,0,8,1,7,0,0,1
0,1791.94,124,0,220581.6732,0,0,3,6,1,0.0,0,0,1,1,0,11,4,7,0,1,1
4,3800.3,72,0,220581.6732,0,1,1,6,6,0.0,0,0,1,1,1,2,2,9,5,0,1
